# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
1 0.054173177152213654 0.06822827982062328 -0.6480880324580521 0.7565659725989561 0.29742318007142193 1.14283475672112 0.11926322756182334 1 20251010T192547_773_791713d0f4ad.png

2 0.05668775676718049 0.07284779643231397 -0.6559529374535509 0.7491364632920487 0.26403876869257953 1.1416064448247252 0.14173326913588338 1 20251010T192648_646_b72351c3f27c.png

3 0.0563824710427113 0.07471909045899398 -0.6852320807840662 0.7222846183772967 0.2421535320468292 1.1436470034424215 0.20450556245132365 1 20251010T192747_470_28f352677b83.png

4 0.056759153876524 0.07123412511439423 -0.6312822537895098 0.7701862202875647 0.23650068627008636 1.1360400775406956 0.09924488086716174 1 20251010T192821_468_4e64b4001ff1.png

5 0.05669135991443599 0.07224197307425102 -0.6466462116491942 0.7572422756272504 0.2380170916472384 1.1396856198969874 0.12842756455540263 1 20251010T192848_041_93f02eb993f6.png

6 0.05688702022005478 0.06986532114310255 -0.6106016223504667 0.7867962649981457 0.269631256822565 1.1292791089108183 0.05458212184538619 1 20251010T192921_883_ae32a4fbb7b0.png

7 0.05688290681656378 0.06986669313619329 -0.610600925938837 0.7867969810217539 0.29528419888351903 1.1291676653984335 0.04990153287382476 1 20251010T192938_665_30b187650497.png

8 0.056872387788189885 0.0698690337276711 -0.6106058371309735 0.7867937222009429 0.3062087770453971 1.1291267750961975 0.04792715348342008 1 20251010T193000_931_103295589784.png

9 0.05695040793282993 0.06987158991902682 -0.6106056984376804 0.7867879593600198 0.33179519446179556 1.1290087380248062 0.043258372873727025 1 20251010T193016_613_4f910680d3af.png

10 0.05634619556017837 0.07523777025837435 -0.6936257594042647 0.714176231796676 0.34014892701667176 1.1458080892445803 0.20325168150844183 1 20251010T193043_465_0a481f50abab.png

11 -0.055618034472541975 -0.07762684451704739 0.7324466325043273 -0.6740939383979122 0.3528818485899231 1.141107985709741 0.2830266056101855 1 20251010T193121_516_c0abb5efba41.png

12 0.056537206637834424 0.07453510327855077 -0.682297545996118 0.7250642187920472 0.3472365746286816 1.160290226127202 0.2002884447053241 1 20251010T193346_988_2154bdcb074a.png

13 0.056576260212374 0.07453357002634103 -0.6823023893665862 0.7250567723869336 0.3034874894236863 1.1823327825859336 0.2576704474330377 1 20251010T193425_565_124fdf28809e.png

14 -0.05075978993621033 -0.0766989361775884 0.7051258469714862 -0.703091926313766 0.24647226522039906 1.177084851934564 0.31634816293634027 1 20251010T193504_337_d77bd46dff8c.png

15 0.050621756572026444 0.07396886063162343 -0.6683844788349113 0.7383957163140954 0.2417709639742355 1.184500207698571 0.23795908199012347 1 20251010T193522_075_d8043ddb437e.png

16 0.050557297520310136 0.07397697158790434 -0.668373699125135 0.7384090774495591 0.2689912310151873 1.185183813546875 0.23303288809812306 1 20251010T193542_475_19f26a235d17.png

17 0.05040496350759441 0.07399861390908051 -0.668378154423434 0.7384132904294568 0.3053628472396043 1.1861106396486518 0.22647983669747646 1 20251010T193602_258_9495835440ac.png

18 0.05034106277094091 0.07401232334186691 -0.6683636468272918 0.7384294069119637 0.33762497170107697 1.1869523683086858 0.22063723277062747 1 20251010T193616_028_db75c87992ec.png

19 -0.05056969638645343 -0.07759492944325344 0.7164130188649181 -0.6915013515047769 0.3438480780592594 1.1771448947444338 0.3234570652876818 1 20251010T193635_237_8c06391399af.png

20 -0.11974015184880722 0.14296976536341535 -0.6316357215526168 0.7525013338764656 -0.008297734438150461 1.1424282486949493 0.18789252455557934 1 20251010T193739_232_160ffcc98a4b.png

21 -0.03809250629922633 0.11212224013863345 -0.6406675500805888 0.7586320943012326 0.11531379924507051 1.1744317919408105 0.19139693225467835 1 20251010T193810_033_452a7c11da2c.png

22 0.09908445331616356 0.05872517365726929 -0.6446666097652809 0.7557371152349867 0.3283873748932278 1.181057721171311 0.180699511794813 1 20251010T193832_939_bf4efb696603.png

23 0.2211862618020909 0.10879122334735104 -0.6441497435273277 0.7240940651781933 0.4195094313222094 1.1657305638732467 0.17764517513152545 1 20251010T193905_498_7c2528bf5f55.png

24 0.06284032449337411 0.09862797048276058 -0.6512453715433566 0.7498020292713102 0.27903232494182667 1.1838853104628244 0.19936304964938295 1 20251010T193942_698_acb711728512.png

25 0.24594953606475556 -0.0927284939893624 0.6870264012096029 -0.677425255030382 -0.06784377718457602 1.1057753089207096 0.3051011731190266 1 20251010T194005_210_72340b673145.png

26 -0.09677227249485505 0.0923604566943996 -0.6662013794806777 0.733675947059344 0.11596847626938223 1.138762606688121 0.21157972990116414 1 20251010T194102_641_354da9990b35.png

27 -0.13665863355058364 0.05584077871875938 -0.6702484809138588 0.727305437310099 0.1072937002991361 1.137051367904148 0.21842444693245555 1 20251010T194128_642_852f93186f2c.png

28 0.032195934035313845 0.04843758415518037 -0.7047985608029648 0.7070192437005327 0.26148347320002946 1.1391368140436504 0.2764988010823646 1 20251010T194214_375_4c818a931bd0.png

29 0.032290981375227 0.04844143947540052 -0.7047835107474988 0.7070296474984666 0.2581519835149794 1.16434916690549 0.23587875236217148 1 20251010T194237_275_4f1d6c9d4b20.png

30 0.08547468853678854 0.07825801044624724 -0.7019948774551836 0.7026897988780083 0.2869541745496237 1.189753903370271 0.23199668088597908 1 20251010T194308_290_a5ea86e95613.png

31 -0.25798886283332656 -0.09725395966944844 0.6904842532750249 -0.6687412877651654 0.49321742567966376 1.158386203542846 0.17966845500223277 1 20251010T194344_592_ad6f74249ae9.png

